post_id,candidato,tema,polarizacion_consenso,x3d,y3d,z3d
1oykts7,kast,democracia,0.1,0.003244389205565211,-0.025242281021185208,-0.05130611439563396
1ppy1q8,kast,moral,0.495,-0.024837971217405896,-0.017639232158942968,0.0022646454574913053
1odgz5s,kast,democracia,0.45,-0.03113175670728866,-0.019022539176605506,-0.0009688270899334067
1o0acgm,kast,economia,0.1,-0.020525136778960347,-0.024003141900044267,0.0011424915562908426
1o6or32,kast,campana_electoral,0.7975,-0.017444560156531685,-0.028596457693455545,-0.00028456157342226325
1pmd64j,kast,economia,0.5,-0.01962156144385997,-0.012490620029589967,-0.02050545595279618
1oyzrkp,kast,identidad,0.6525,-0.02002320803244598,0.06382127616298289,0.006888852255314083
1pnpp3a,kast,migracion,0.25,-0.04216222059227766,-0.016383817072133235,-0.018214874231142562
1nc7fmf,kast,identidad,0.35,-0.039733811913475095,0.06585770387841998,-0.013985907901019728
1pogtay,kast,religion_valvores,0.5,-0.007415696519447679,-0.018124693176286517,0.014036508587497448
1qi9uy1,kast,economia,0.35,-0.028750277745853668,-0.028256951910798304,0.0028966810186168666
1p7f3zy,kast,identidad,0.3,0.06660468442555992,0.1062601813336407,-0.08207405731113082
1ol4b8d,kast,economia,0.25,0.055553875157597424,-0.0856034182710377,-0.05407868330870476
1ozic2j,kast,campana_electoral,0.54,-0.0015043489617995627,-0.007612412584480675,0.11017709431126015
1nfg06h,kast,democracia,0.4,-0.03263901106503529,-0.015544537864412351,0.004579297070583457
1punlh3,kast,economia,0.55,-0.05778667636098336,-0.07678229259385086,-0.02730632816896592
1ocxx6v,kast,moral,0.25,-0.04215616494790044,-0.033992004585406965,-0.03186249500663286
1oyzrkp,kast,identidad,0.4,-0.05764822891456316,0.061984197606429994,-0.04289770190043423
1ogy8dt,kast,democracia,0.1,-0.07650774531963613,-0.19674049399411717,-0.03458646454060538
1oxbq0o,kast,democracia,0.45,0.15951401881510066,0.027908171312388843,-0.029263539822871023
1mpllir,kast,seguridad,0.5,-0.02568915288224685,0.01904015242556446,-0.015271370321699564
1pnh9en,kast,economia,0.5,-0.022407328676217392,0.09842357569531617,-0.02735155164911504
1pmsh2q,kast,identidad,0.35,-0.011307294881016589,-0.019837039141650012,-0.00025131071141334905
1p0vozh,kast,democracia,0.675,-0.05245076712681744,-0.020380121054771962,-0.01669583180569917
1pf3am1,kast,identidad,0.5,-0.019813013484326188,0.1161402942025868,-0.009256705919238195
1nbz7ss,kast,campana_electoral,0.25,-0.06100789014227878,-0.014727159110230875,-0.05318439050830025
1ozkdbs,kast,seguridad,0.9425,0.015538448093904828,-0.00376418604955063,0.04430930010284384
1pptqgo,kast,venezuela_latam,0.5,-0.03529491318947133,-0.003880903888639268,-0.01774403202031755
1ng63gu,kast,campana_electoral,0.81,-0.0060660351532712785,-0.026380043416554453,-0.02115851765247351
1ppn7u7,kast,democracia,0.725,-0.03409105726133819,-0.03452507020118563,-0.0030790299438655027
1pn6s5n,kast,moral,0.55,-0.02588244174153833,-0.0039224847552833085,0.014540288149367794
1p0pwyi,kast,campana_electoral,0.65,0.060332104944056025,-0.022495924540076463,0.2380886729962493
1p2lz2i,kast,moral,0.495,-0.004779956461010674,0.0957825636588306,0.06529244216272476
1p77rvw,kast,democracia,0.3,-0.037468050123476836,-0.06688842384257522,-0.03718205200637699
1odasqj,kast,economia,0.35,-0.03820659471116995,-0.047652685356593186,0.0017971807717019803
1ohbx9k,kast,campana_electoral,0.45,0.007061693285240606,-0.046489745078123715,-0.006524360009352536
1nw8ejr,kast,identidad,0.65,-0.01790579067538744,0.08599441011363211,-0.0018996493622275932
1ppg588,kast,migracion,0.5,-0.02536390025224449,-0.032778878610006966,0.0015738260290948654
1oqh6td,kast,campana_electoral,0.4725,0.05676954267849295,-0.024361575380189265,0.2209754792778138
1o5nt41,kast,democracia,0.87,-0.030688828030564934,-0.03556802121167265,0.002656727889045743
1puw0am,kast,identidad,0.25,-0.026428287648105897,-0.025934397257195613,0.0018104179971525512
1oz2m6o,kast,identidad,0.6,-0.013626536022948407,0.060455217006153014,-0.016697969069981663
1n1q27w,kast,identidad,0.65,-0.03546946850436428,-0.005613123252581651,0.00950876164425544
1pmcvvc,kast,medios_fakenews,0.35,-0.030566528675183644,-0.02936481299342629,0.0071105012446222495
1pnq5tx,kast,migracion,0.5,-0.0007007003750052372,-0.006531117558223599,0.02181046761775172
1ppssr2,kast,economia,0.35,-0.030175105911435858,-0.02971593637131243,-0.006135647003720792
1pms5i6,kast,democracia,0.84,0.004145205239035003,-0.025570828148639622,0.04008653101739767
1pnieic,kast,seguridad,0.4375,-0.015753064248021535,-0.03808583223665031,0.021363082151221936
1okogou,kast,democracia,0.35,0.14365931895313983,0.16106544804546807,-0.07111335716455128
1nno6ng,kast,democracia,0.72,-0.030192309784109504,-0.0344835008171867,-0.010256225512950893
1oyzrkp,kast,democracia,0.65,0.1699890288996323,-0.02150984709493852,-0.033014655508933365
1pmut6t,kast,democracia,0.6,-0.0348093427374448,-0.039687609605013205,0.007208650587681475
1ozi7gj,kast,democracia,0.4,-0.04159081351849143,-0.01638455836131803,0.00466738116075297
1pdxls8,kast,seguridad,0.35,-0.02958998254154765,-0.036860296603497274,-0.013774246293340488
1o3kq9x,kast,campana_electoral,0.54,-0.04880777355944469,-0.03528808951043159,-0.020771130578172356
1p8jgq5,kast,campana_electoral,0.3,-0.017242166847611037,-0.0329672160933053,0.024116515038851444
1n5ebdc,kast,campana_electoral,0.25,-0.020136981903744813,-0.03328453665142404,-0.0020270653824334232
1mzz0qf,kast,seguridad,0.2,-0.0289131115662596,-0.00537350527942972,-0.01825124988705625
1pqxu5p,kast,identidad,0.725,0.0011563147003631237,0.03929071060034907,-0.014067370158551532
1oxmuxv,kast,democracia,0.15,0.007572054802085667,-0.020394637808204608,-0.018375887186703646
1piy6kx,kast,campana_electoral,0.15,-0.027422310644559175,-0.0024962768435810266,-0.01498686180375172
1p40bf8,kast,economia,0.35,-0.023493807740118493,-0.020425049531438356,0.010808018335150573
1pqxu5p,kast,identidad,0.5,-0.013953923261074757,0.06494708785793077,0.000315658859575708
1oz2z5x,kast,democracia,0.45,0.0933019668738398,-0.03751549473061765,-0.0828342733136839
1p6sgl1,kast,pinochet_ddhh,0.55,-0.022583134400975466,-0.021790336459215614,-0.0016706724420514963
1ovzt0c,kast,democracia,0.15,0.36172391113443836,0.02632851312942121,-0.05033383738711204
1o3kq9x,kast,seguridad,0.6,-0.013016254716761813,-0.00018262518509537529,-0.00861454471782746
1pt4vu2,kast,economia,0.6,-0.04269702775876096,-0.03445355554618116,-0.016401706629205398
1pca9qu,kast,democracia,0.6,-0.027159439169108273,-0.017919949241566514,-0.005459098076177048
1p2lz2i,kast,pinochet_ddhh,1.0,-0.0171504832028941,-0.021605871262473195,0.0032092558494864597
1p2z4yu,kast,seguridad,0.6875,-0.018142072088766826,-0.0030865593694620434,0.007283866737121995
1puw0am,kast,identidad,0.6,-0.03476332579203079,0.020848919382972623,-0.01882657938846879
1obuwsk,kast,economia,0.45,-0.028061886574266177,-0.03625921119125445,-0.0011660973606703788
1mv3lzu,kast,medios_fakenews,0.2,-0.022626834842807288,-0.02804653654086109,-0.007636441175816274
1pnpp3a,kast,seguridad,0.2,-0.031104507016078448,-0.043638326664800574,-0.017051088538290807
1p8vx9e,kast,identidad,0.25,-0.012490100668595551,-0.03332443226239491,-0.0012147857057520498
1od9th6,kast,identidad,0.45,-0.020907408468547578,0.29429312300227883,-0.0430375299354314
1oj9mzu,kast,democracia,0.6,-0.027013166288131822,-0.018937627240730254,0.009391769277357203
1pgj05n,kast,identidad,0.25,-0.03661298002835632,0.04969001400774627,-0.029141869636396405
1p5piot,kast,campana_electoral,0.55,-0.005805038604932838,-0.01209220299199711,-0.022572311527483912
1p8jgq5,kast,democracia,0.45,-0.02396374415245374,-0.010916339042595365,-0.026512215649838248
1nw8ejr,kast,democracia,0.35,-0.06337762726203337,-0.019223901999105786,-0.05211317239590994
1pd7mcy,kast,moral,0.55,-0.02492395801508349,-0.012976742026965284,-0.021115471467219513
1o1fqwt,kast,campana_electoral,0.4,-0.03417026834463407,-0.020175282246547965,-0.028829429856952377
1ndknr3,kast,democracia,0.66,0.0006523627135529113,-0.01416836563814888,0.01717277207290052
1oz0zv1,kast,democracia,0.45,-0.008530346379419875,0.11412587569250258,-0.02209704820912223
1oqh6td,kast,campana_electoral,0.35,0.008373343952127334,-0.02015338877258905,0.12479777259157117
1oxwrh4,kast,seguridad,0.5,0.03504075597987473,-0.0035756354156852056,-0.04396587663401357
1oh2bx3,kast,identidad,0.4,0.09770487580412066,-0.009730793909090714,0.08798779908794455
1pr0u1l,kast,campana_electoral,0.65,-0.04415826947360961,-0.02522963545926986,-0.04479039670815455
1phxmq4,kast,seguridad,0.7,-0.029098828587868164,-0.015557654283899531,0.0039642260557188405
1n1q27w,kast,identidad,0.4,-0.016292648055183587,0.1489809340962904,0.0017840058648193218
1nfg06h,kast,pinochet_ddhh,0.5,-0.013436582320373786,-0.02258028450934376,0.019683247140711978
1pe1csq,kast,seguridad,0.81,-0.0369461475676747,-0.009105158143455364,-0.015947665090477386
1pk643n,kast,economia,0.2,-0.02506007084342056,-0.034989083504386745,-0.0018083002619561617
1pfyyqn,kast,pinochet_ddhh,0.3,-0.032838592736852454,-0.039303161555583215,-0.013160449066949156
1poa38s,kast,medios_fakenews,0.5,-0.021658939368308587,-0.030914832815148365,-0.007335529996011987
1oipg6x,kast,economia,0.4,-0.046243503900546906,-0.018403964639245145,-0.002131565531131232
1nfg06h,kast,religion_valvores,0.25,-0.027523280772692386,-0.015357304071065305,-0.01200435846976237
1oljdss,kast,democracia,0.25,0.01904691205503262,-0.009061713455026547,0.0549631162046669
1p2igsm,kast,identidad,0.35,-0.04653235641176477,0.04478726730235075,-0.02724542016091038
1poiwbl,kast,identidad,0.4,-0.030783506837349407,0.06493084666801137,-0.04211217600640585
1pnqepc,kast,campana_electoral,0.2,0.02837012566924468,-0.007339326860686182,0.012854660574268803
1ot2eqj,kast,moral,0.84,-0.04117084588993755,-0.010714527105886672,-0.02452388036344533
1powvz2,kast,venezuela_latam,0.5,-0.04001021558111101,-0.02184406698480742,-0.008461700167669693
1p7e2lx,kast,campana_electoral,0.5,-0.037187092542255634,-0.05182062495990465,-0.0099327993553279
1p16rbo,kast,economia,0.35,-0.03191240095637131,-0.030887475606598845,-0.013646168791836229
1p7d3wv,kast,democracia,0.54,-0.028396719676757384,0.009317847420391556,0.005866551631344592
1pxyb0m,kast,religion_valvores,0.35,-0.013730547365539244,0.009296688931707046,-0.005709837434119578
1ny1p4b,kast,democracia,0.35,0.07271577195709161,-0.025435048428027206,-0.027673900152479235
1o0zgsf,kast,identidad,0.8125,-0.019654165772121052,0.037678734297942135,0.001180034490567508
1obinei,kast,campana_electoral,0.6,-0.027811336646459676,-0.0009068549597178281,-0.0562766951153526
1p89unk,kast,campana_electoral,0.25,-0.02424364455340413,-0.003678136431431528,0.0059262951620782985
1o6fgco,kast,identidad,0.55,-0.04293641939075661,-0.0153545564250473,-0.019575578662958337
1nfg06h,kast,identidad,0.3,-0.029142887407349966,-0.01295845833905605,-0.0354767358261349
1oljdss,kast,democracia,0.2,-0.018140812134880297,-0.03161855302066209,-0.004022221757144033
1oz1hf1,kast,identidad,0.25,-0.019493117179302195,0.07102513931163368,-0.017774245019746397
1omqzqq,kast,campana_electoral,0.5,-0.020562212835617103,-0.022647592942217718,0.008301737612402119
1p0uyvs,kast,economia,0.81,-0.035891409997646506,-0.019768755154988348,0.004812825820844803
1oz2z5x,kast,identidad,0.35,-0.013671151894591359,0.08406777461218978,-0.05757951365723237
1pf3am1,kast,seguridad,0.35,-0.030552878551516425,-0.011136211352909865,0.007369891306176645
1ozr3vo,kast,religion_valvores,0.55,-0.004299556122840286,-0.0146060360663679,0.02744240890610378
1pka6wa,kast,medios_fakenews,0.405,-0.02694041042855541,-0.03543469554473708,0.02902462837669345
1pegdde,kast,seguridad,0.65,-0.036969813987273656,-0.02691736643947294,-0.003077033017842495
1n0vxu9,kast,moral,0.8775,-0.01763112392173141,0.09102479492210587,-0.009344993461200792
1pn7j5t,kast,moral,0.6,-0.04113780289202866,-0.01144359439192038,-0.0005239005071221662
1po4b8a,kast,campana_electoral,0.55,0.018045261313713864,-0.007521957077499163,0.10846264122941315
1ptdkat,kast,moral,0.45,-0.02870880093044737,-0.02361775343521043,0.010709841401021922
1ple47a,kast,seguridad,0.4,-0.04247264657620231,-0.00762327001747826,-0.006917825071884846
1pmaof5,kast,seguridad,0.25,-0.01998895653298847,-0.013539073010563962,-0.014982225674710687
1ow6d1w,kast,identidad,0.4,0.06914058330299162,0.09448325514519419,0.0953863756168662
1n674e9,kast,campana_electoral,0.3,0.031623515788087975,0.006854343128474199,0.13178110130280102
1p8v9fu,kast,campana_electoral,0.7475,-0.028087321728634353,-0.035105945337366724,0.004555288647572462
1oad274,kast,identidad,0.2,0.009572800921083601,0.23408165052282692,-0.04639681068341527
1mp9p4w,kast,seguridad,0.7,-0.03560381885091779,0.00839436886385567,-0.007728444839143452
1p93d1j,kast,economia,0.65,-0.042751584861747044,-0.031158425205572472,-0.023890211247747484
1p31j46,kast,democracia,0.15,-0.004662678865229612,0.04243347479706046,-0.01843370656419566
1powvz2,kast,seguridad,0.87,-0.03348463113945465,-0.03397441799854442,0.006698495706396145
1ngvuav,kast,campana_electoral,0.1,-0.0359007083018901,-0.033834680843279674,-0.0169586207109101
1pe2hi2,kast,pinochet_ddhh,0.3,0.006199648945207883,-0.0018219301987203451,0.02501612938025709
1pd9nic,kast,democracia,0.675,-0.01345744168560472,-0.051054682696043366,0.013434914176764486
1p00s6y,kast,pinochet_ddhh,0.65,-0.038422106566535184,-0.030248158830996148,-0.006346650851071736
1mylz39,kast,identidad,0.5,-0.03335755829412554,0.03461034521679891,-0.02768978790300285
1mz14t6,kast,moral,0.33,-0.020048372549911105,0.2560680439377339,-0.0463818517130984
1puw0am,kast,identidad,0.35,-0.04262422759953527,0.14681448439350897,0.00017466150503878944
1ohbx9k,kast,identidad,0.63,-0.01477928390827953,0.08553117801788529,-0.003347150862228867
1pd5qyw,kast,campana_electoral,0.3,-0.02905927325404003,-0.03652603698331165,0.004995426105564233
1qi3nw6,kast,medios_fakenews,0.55,-0.02502624076080584,-0.03378078901265574,-0.0054927902318507495
1p0uyvs,kast,campana_electoral,0.45,-0.038499353429519295,-0.00829223308212318,-0.039116935229874986
1p74xh9,kast,democracia,0.3,-0.018446825174751033,-0.03112175158892145,-0.01774518484493638
1pmrg54,kast,seguridad,0.2,-0.024381349898006485,-0.026596241441578534,-0.008092706956656776
1p1exmr,kast,democracia,1.0,-0.016203521674510817,-0.03400666436878417,-0.004096060557777392
1oqfvuz,kast,identidad,0.675,-0.020196470345271108,0.10943860144665814,-0.02155830076926996
1p7e2lx,kast,economia,0.7425,-0.04553369845323559,-0.049175094050009485,-0.01611599944144438
1ppn7u7,kast,seguridad,0.2,-0.021447720307505396,-0.029818198638159973,0.0038692090407323088
1pnieic,kast,democracia,0.55,-0.03965027100626183,-0.016514419767366447,-0.027844807155137857
1oa15qu,kast,moral,0.63,-0.027901394249952922,0.051155177094896184,-0.01464730839974611
1nfzkbx,kast,democracia,0.2,-0.00605038485832902,-0.022762576785676603,-0.005549404400834993
1p1ciuo,kast,economia,0.675,-0.035800324475117204,-0.032811554749669805,-0.007599317666940528
1p10nf2,kast,economia,0.55,-0.04441185916524507,-0.007011339206833847,-0.013910088535253017
1od9th6,kast,identidad,0.45,-0.021217875332709076,0.1250381277239111,-0.011625038779276368
1plceiw,kast,economia,0.55,-0.03616838019772846,-0.03829515366678988,-0.001473363817481118
1p34czb,kast,economia,0.84,-0.03307011582577484,-0.025158636931090463,-0.005836803977616071
1op1i7t,kast,economia,0.15,0.025414098838399835,2.194096923185257e-05,0.07083374161948394
1po2ohb,kast,identidad,0.6,-0.03256125227154319,0.005579630480010204,0.00891700659672712
1oz1a7g,kast,identidad,0.4,0.005612486541447158,0.2969604960980274,-0.028407672984095432
1naan7q,kast,democracia,0.4,-0.009736037396410028,-0.016039968951053647,-0.013884334639797265
1p1exmr,kast,democracia,0.3,0.01590588196578022,-0.039564123545803034,-0.02547090835392735
1mpllir,kast,economia,0.25,-0.02365808335672608,-0.012934008526384096,0.006081014279345263
1obsxgt,kast,identidad,0.45,-0.02861718061090794,-0.02546728777492658,-0.0009973933592147917
1onhs2n,kast,democracia,0.87,0.008474296198757784,-0.0407018075318846,0.03532826130689297
1o2qfk1,kast,democracia,0.55,-0.03625317468134541,0.05072024104931412,-0.01263382983273678
1pd5qyw,kast,medios_fakenews,0.6,-0.01956894349394295,-0.01168021426112269,-0.014350791212746338
1p2ha51,kast,medios_fakenews,0.25,-0.02713020250132917,-0.03883155634630252,-0.012228188638909827
1pam1pk,kast,seguridad,0.35,-0.032514952033147526,0.08567192112414412,-0.008763922028101952
1n8d2n7,kast,medios_fakenews,0.45,-0.02175726611142057,-0.0381577925272779,0.0101353738436765
1p16rvs,kast,democracia,0.35,-0.010410921562797701,-0.030172334574337798,0.02411611102493874
1pn7j5t,kast,campana_electoral,0.45,-0.0024445076778829913,-0.009028722036809406,0.007189493860364573
1p89unk,kast,seguridad,0.3,-0.009040389265340119,0.09668572263878188,-0.01939027302754304
1nx4aor,kast,campana_electoral,0.5,-0.02144481735049338,-0.050109619793213905,-0.009923712731068709
1n8sxn0,kast,identidad,0.25,-0.028374463186502608,0.011496487036332232,-0.008576622955913063
1ozc8cy,kast,democracia,0.55,-0.022235766428792787,-0.03661101053464915,-0.022659935451976428
1ny1p4b,kast,identidad,0.1,-0.0053070778587466574,0.19194865548724319,-0.014216829007464047
1ong6oe,kast,identidad,0.6,-0.00645006629153534,0.04360901101993958,-0.020613239419945927
1p4yiav,kast,democracia,0.25,0.022384358774133837,-0.038118078797443486,-0.03344977351889393
1p0ecqs,kast,economia,0.45,-0.00760525207243554,-0.023169712231772676,0.021918700433707177
1obinei,kast,democracia,0.2,-0.02885800811181458,0.034643795477600936,-0.005439577300451828
1pf7fn8,kast,democracia,0.55,-0.042155530547378944,-0.00046033075865406503,-0.05003412464931462
1pmsm7g,kast,identidad,0.2,-0.006877452268287251,0.10221642442624997,0.015430138930784147
1pe2hi2,kast,democracia,0.35,-0.001230731427296617,-0.038446598113127936,-0.004084937639135035
1pcitiz,kast,economia,0.45,-0.02473287112898927,-0.010122617697693705,-0.007115893283231948
1p14trf,kast,medios_fakenews,0.15,-0.012118197854170617,-0.006946114337388672,0.021849763969610848
1mp9p4w,kast,campana_electoral,0.3,-0.0695523544049224,-0.04241842774227567,-0.050673169069871404
1okcu12,kast,democracia,0.65,-0.06570536403784885,-0.06706581955108931,-0.02338066143181369
1or1rpy,kast,identidad,0.6,-0.019306242109885317,0.06816417772674074,-0.006267059693714596
1nk9zok,kast,campana_electoral,0.6,-0.017359485696607124,-0.03656238234797557,0.0030181998372578434
1oqh6td,kast,campana_electoral,0.2,-0.05038894802122071,-0.0009647412797017356,-0.052923113065416715
1od9th6,kast,pinochet_ddhh,0.45,-0.030585192738887452,-0.0213762788452673,-0.005826410898254477
1oyzrkp,kast,democracia,0.65,0.08164052399526152,-0.034315937631896554,0.010315821617105423
1p93d1j,kast,seguridad,0.78,-0.027850274471449932,0.0022228464473053426,0.048315089552005475
1pbg3gu,kast,identidad,0.3,-0.007557301808204667,0.10984774722618258,-0.017443841584204534
1oz2z5x,kast,democracia,0.4,-0.020229666168423366,0.10484593655284745,-0.04107007991636529
1p74xh9,kast,democracia,0.5,-0.03353957819477789,-0.02961043880977954,-0.0009981835865190566
1pam1pk,kast,seguridad,0.3,-0.05029974464494,-0.01919032190673091,-0.020345349676255252
1mz14t6,kast,democracia,0.3,0.031232542364486502,0.19120449928939978,-0.055289419096377385
1pf2ss6,kast,moral,0.605,-0.02767208336122383,-0.03135987174834866,-0.0008759152393683033
1p7a8l6,kast,democracia,0.62,-0.042689745468135254,-0.03435711423450475,-0.0302485000156407
1o5h8m1,kast,economia,0.55,-0.03393332099414619,-0.03318395900966554,-0.008418010307295092
1or1rpy,kast,pinochet_ddhh,0.4,-0.019589490435536407,-0.040758866207803474,-0.0009034592664716374
1mxxrxq,kast,seguridad,0.5,0.017462204356428052,-0.03203276929470525,-0.039239603619359464
1n4edur,kast,religion_valvores,0.15,-0.019936250740762884,-0.02085605630733088,-0.004922443547617037
1pob83o,kast,economia,0.15,-0.044434429650454695,-0.03788096212127867,-0.051032070383148845
1oc0vcc,kast,campana_electoral,0.3,-0.025120654095102828,-0.029832091624082912,-0.008864102603176865
1p1mx6e,kast,seguridad,0.5,-0.0427743022201338,-0.029842037246502823,-0.01144623951919972
1p51ed0,kast,democracia,0.25,0.019526181064435325,0.1479932157957101,-0.01940454607907222
1o4w0pp,kast,seguridad,0.4,0.003268636682514172,0.21650959956412089,-0.009196173968944052
1p7f3zy,kast,campana_electoral,0.15,-0.039082905398434994,-0.02261798829983421,-0.02710774426845012
1oysbv9,kast,identidad,0.345,-0.005043972286364121,0.07913903784195503,-0.0015002233915029036
1mty8z4,kast,identidad,0.35,-0.021191574099645737,0.07625252539428504,-0.007641081828737373
1ple47a,kast,economia,0.3,-0.03298716739674579,-0.0259118713516459,-0.01624156538186784
1pirp9d,kast,campana_electoral,0.66,-0.029161662237097815,-0.03188249660225873,-0.006058689176886307
