user_id,ideology,bloc,activity_rate,bloc_probs
user_00043,-0.8786240547258446,Right-Traditional,0.6353550939823578,"[0.7, 0.1, 0.1, 0.1]"
user_00044,-0.8460733263434272,Left,0.9810112866200501,"[0.7, 0.1, 0.1, 0.1]"
user_00045,0.8022714917389797,Right-Radical-Conservative,1.1525017294803679,"[0.05, 0.2, 0.65, 0.1]"
user_00046,0.34563618444864896,Right-Traditional,2.4314561650815305,"[0.1, 0.7, 0.1, 0.1]"
user_00047,0.6108674068497433,Right-Radical-Conservative,1.5773145361982084,"[0.05, 0.2, 0.65, 0.1]"
user_00048,0.690388789515552,Left,0.25010442658830284,"[0.05, 0.2, 0.65, 0.1]"
user_00049,-0.6112361143707543,Left,1.4400347494803887,"[0.7, 0.1, 0.1, 0.1]"
user_00050,0.4494863697213679,Right-Traditional,0.259518984799088,"[0.1, 0.7, 0.1, 0.1]"
user_00051,0.7882546578132231,Right-Radical-Conservative,0.20764106384846043,"[0.1, 0.7, 0.1, 0.1]"
user_00052,0.539811939114694,Right-Traditional,0.502836640641538,"[0.1, 0.7, 0.1, 0.1]"
user_00053,0.7077299483343005,Right-Libertarian,3.074129451816708,"[0.05, 0.2, 0.65, 0.1]"
user_00054,0.6561983735470065,Right-Radical-Conservative,0.4925447856009797,"[0.05, 0.15, 0.15, 0.65]"
user_00055,0.3821270486111577,Right-Traditional,1.5108499611293864,"[0.1, 0.7, 0.1, 0.1]"
user_00056,0.7055448714102331,Right-Radical-Conservative,1.5370600217326285,"[0.05, 0.2, 0.65, 0.1]"
user_00057,0.9916497343682638,Right-Libertarian,0.5068321249507741,"[0.05, 0.2, 0.65, 0.1]"
user_00058,0.665083269797606,Right-Libertarian,1.4764739143372565,"[0.1, 0.7, 0.1, 0.1]"
user_00059,0.7641162803195368,Right-Libertarian,1.5150505092337956,"[0.05, 0.2, 0.65, 0.1]"
user_00060,-0.6351667295023116,Left,0.7521176033070491,"[0.7, 0.1, 0.1, 0.1]"
user_00061,0.2987965237000596,Right-Traditional,0.2696101853066368,"[0.1, 0.7, 0.1, 0.1]"
user_00062,0.6951280132862124,Right-Radical-Conservative,0.827654901339746,"[0.05, 0.2, 0.65, 0.1]"
user_00063,0.6227682682950849,Left,2.0530625684612476,"[0.1, 0.7, 0.1, 0.1]"
user_00064,0.6118218405229056,Left,1.5329734922205418,"[0.1, 0.7, 0.1, 0.1]"
user_00065,0.7308708676817848,Right-Libertarian,0.5616064151220688,"[0.1, 0.7, 0.1, 0.1]"
user_00066,0.0925848130055722,Right-Traditional,2.313133023507928,"[0.1, 0.7, 0.1, 0.1]"
user_00067,0.3635314797759692,Right-Traditional,0.8026088094954804,"[0.1, 0.7, 0.1, 0.1]"
user_00068,0.7836859777314714,Right-Radical-Conservative,1.120462396286289,"[0.05, 0.2, 0.65, 0.1]"
user_00069,-0.6860694670962242,Left,1.6430422530859643,"[0.7, 0.1, 0.1, 0.1]"
user_00070,1.0,Right-Radical-Conservative,1.6185688371769282,"[0.05, 0.2, 0.65, 0.1]"
user_00071,0.7833602096555735,Right-Radical-Conservative,1.635750268178142,"[0.05, 0.2, 0.65, 0.1]"
user_00072,-1.0,Left,0.5379450047265792,"[0.7, 0.1, 0.1, 0.1]"
user_00073,0.5130940224403673,Right-Radical-Conservative,1.0898922367871704,"[0.05, 0.2, 0.65, 0.1]"
user_00074,-0.9640466414041284,Right-Radical-Conservative,2.6626948441501046,"[0.7, 0.1, 0.1, 0.1]"
user_00075,-0.7147222231583812,Right-Libertarian,0.6641126977634446,"[0.7, 0.1, 0.1, 0.1]"
user_00076,-1.0,Right-Radical-Conservative,2.0483463955391583,"[0.7, 0.1, 0.1, 0.1]"
user_00077,0.18111446824112654,Right-Radical-Conservative,0.5032247746955139,"[0.1, 0.7, 0.1, 0.1]"
user_00078,0.9032466645867793,Right-Libertarian,1.051733714044082,"[0.05, 0.15, 0.15, 0.65]"
user_00079,-0.9135240858765188,Left,0.7447650216376018,"[0.7, 0.1, 0.1, 0.1]"
user_00080,-0.4879106371779064,Left,2.2767843096950866,"[0.7, 0.1, 0.1, 0.1]"
user_00081,0.8358594368127653,Right-Libertarian,0.8776805317604804,"[0.05, 0.15, 0.15, 0.65]"
user_00082,0.6290751899170295,Right-Traditional,2.0657473160181294,"[0.1, 0.7, 0.1, 0.1]"
user_00083,-1.0,Right-Libertarian,2.1565562031706187,"[0.7, 0.1, 0.1, 0.1]"
user_00084,0.9257231091142584,Right-Libertarian,0.22222195915717627,"[0.05, 0.15, 0.15, 0.65]"
user_00085,-0.7029436517269873,Left,1.4603668650472097,"[0.7, 0.1, 0.1, 0.1]"
user_00086,0.7245355369596043,Left,0.20628078551898635,"[0.1, 0.7, 0.1, 0.1]"
user_00087,-0.6266803507806303,Left,0.36196289776149565,"[0.7, 0.1, 0.1, 0.1]"
user_00088,0.30285479073289123,Left,1.2028747097101007,"[0.1, 0.7, 0.1, 0.1]"
user_00089,-0.8630998146576977,Left,0.5220628712776569,"[0.7, 0.1, 0.1, 0.1]"
user_00090,0.5114948006048593,Left,0.05767949212401351,"[0.1, 0.7, 0.1, 0.1]"
user_00091,0.7831507925463755,Right-Radical-Conservative,0.6986812300972787,"[0.05, 0.2, 0.65, 0.1]"
user_00092,-0.8094559672675042,Left,0.26541415553415054,"[0.7, 0.1, 0.1, 0.1]"
user_00093,0.6702804184757658,Right-Traditional,0.34446156400430533,"[0.1, 0.7, 0.1, 0.1]"
user_00094,0.8047574820387617,Right-Traditional,0.04074637903092796,"[0.1, 0.7, 0.1, 0.1]"
user_00095,0.2877474734106819,Right-Traditional,0.4782851910815164,"[0.1, 0.7, 0.1, 0.1]"
user_00096,0.7988041038025074,Right-Radical-Conservative,2.2001685162751845,"[0.05, 0.2, 0.65, 0.1]"
user_00097,0.741789621530388,Right-Radical-Conservative,0.47205845351212095,"[0.05, 0.2, 0.65, 0.1]"
user_00098,0.5055381863232425,Right-Traditional,0.9182806942556481,"[0.1, 0.7, 0.1, 0.1]"
user_00099,-0.8301285138243654,Left,0.5567856985331053,"[0.7, 0.1, 0.1, 0.1]"
user_00100,-1.0,Left,1.3579938027955605,"[0.7, 0.1, 0.1, 0.1]"
user_00101,0.4846457338863334,Right-Libertarian,1.4222219011956934,"[0.05, 0.15, 0.15, 0.65]"
user_00102,0.9399518210582525,Right-Radical-Conservative,0.4320021785775317,"[0.05, 0.2, 0.65, 0.1]"
user_00103,0.8389583752582224,Right-Radical-Conservative,0.3752893131465123,"[0.05, 0.2, 0.65, 0.1]"
user_00104,-0.14324451530218973,Left,0.166014814102215,"[0.7, 0.1, 0.1, 0.1]"
user_00105,-0.4987414381571118,Left,0.5136645968069781,"[0.7, 0.1, 0.1, 0.1]"
user_00106,0.5344635217487163,Right-Radical-Conservative,0.32869977303085685,"[0.05, 0.2, 0.65, 0.1]"
user_00107,0.5339458568780747,Left,0.8923789860277467,"[0.1, 0.7, 0.1, 0.1]"
user_00108,0.6675205324150404,Right-Traditional,0.5947393982664289,"[0.05, 0.15, 0.15, 0.65]"
user_00109,-0.5913033694072445,Left,1.6957823688254678,"[0.7, 0.1, 0.1, 0.1]"
user_00110,0.4499754797850977,Right-Traditional,1.986873183524227,"[0.1, 0.7, 0.1, 0.1]"
user_00111,0.8490391060646244,Right-Radical-Conservative,0.6997545172028656,"[0.05, 0.2, 0.65, 0.1]"
user_00112,0.8247791570180866,Right-Traditional,1.257170174277266,"[0.05, 0.2, 0.65, 0.1]"
user_00113,0.8272799382587743,Right-Radical-Conservative,1.00404732183484,"[0.05, 0.2, 0.65, 0.1]"
user_00114,-0.39804573750807526,Left,1.1207162147065262,"[0.7, 0.1, 0.1, 0.1]"
user_00115,0.7573949927699188,Right-Traditional,0.5780104929395407,"[0.1, 0.7, 0.1, 0.1]"
user_00116,0.8620152354835552,Right-Radical-Conservative,2.726687444784496,"[0.05, 0.2, 0.65, 0.1]"
user_00117,-0.6658811592838273,Left,1.4974180974777584,"[0.7, 0.1, 0.1, 0.1]"
user_00118,0.5361061683610863,Left,3.969502195778821,"[0.1, 0.7, 0.1, 0.1]"
user_00119,0.872151384760507,Right-Traditional,0.9863648312848624,"[0.05, 0.2, 0.65, 0.1]"
user_00120,0.8275825027857737,Right-Radical-Conservative,0.8996288987885331,"[0.05, 0.2, 0.65, 0.1]"
user_00121,-0.6888550175422611,Left,1.757964954053397,"[0.7, 0.1, 0.1, 0.1]"
user_00122,-0.4858007065589489,Left,0.5109070864839308,"[0.7, 0.1, 0.1, 0.1]"
user_00123,0.3420078200517892,Right-Libertarian,0.24574369084857645,"[0.05, 0.15, 0.15, 0.65]"
user_00124,-0.9250838015493777,Left,0.7407850811094917,"[0.7, 0.1, 0.1, 0.1]"
user_00125,1.0,Right-Radical-Conservative,1.7925620190237523,"[0.05, 0.2, 0.65, 0.1]"
user_00126,-0.859822114165053,Left,0.7315741256036367,"[0.7, 0.1, 0.1, 0.1]"
user_00127,0.34349125895310395,Right-Traditional,1.3487526734028423,"[0.1, 0.7, 0.1, 0.1]"
user_00128,-0.7065506540431996,Left,0.5294705929140422,"[0.7, 0.1, 0.1, 0.1]"
user_00129,-0.030193961678602443,Right-Traditional,1.7551160513286606,"[0.1, 0.7, 0.1, 0.1]"
user_00130,-0.6420315471663064,Left,0.6794318752169524,"[0.7, 0.1, 0.1, 0.1]"
user_00131,0.9403517589721192,Right-Traditional,1.953084869359237,"[0.05, 0.2, 0.65, 0.1]"
user_00132,-0.680250844472533,Left,0.7519957799489428,"[0.7, 0.1, 0.1, 0.1]"
user_00133,-0.7480650796316269,Right-Radical-Conservative,0.6140472905318427,"[0.7, 0.1, 0.1, 0.1]"
user_00134,0.2837873344800205,Right-Radical-Conservative,1.2974993782031816,"[0.1, 0.7, 0.1, 0.1]"
user_00135,-1.0,Right-Radical-Conservative,2.5702826401057206,"[0.7, 0.1, 0.1, 0.1]"
user_00136,0.763153301656432,Right-Traditional,0.1366511917163749,"[0.1, 0.7, 0.1, 0.1]"
user_00137,0.8316526200803928,Right-Traditional,0.7724512164822382,"[0.05, 0.2, 0.65, 0.1]"
user_00138,0.5228455297324079,Left,0.9341665114836295,"[0.1, 0.7, 0.1, 0.1]"
user_00139,0.7065718245348075,Right-Libertarian,0.5915150524270375,"[0.05, 0.2, 0.65, 0.1]"
user_00140,0.17408140280473455,Right-Traditional,1.2427295959043088,"[0.1, 0.7, 0.1, 0.1]"
user_00141,0.8241066890331754,Right-Traditional,2.3137225379743516,"[0.1, 0.7, 0.1, 0.1]"
user_00142,0.5767227907633542,Right-Traditional,0.048728814814534845,"[0.1, 0.7, 0.1, 0.1]"
user_00143,0.21312700656823086,Right-Traditional,1.26745943959203,"[0.1, 0.7, 0.1, 0.1]"
user_00144,0.6575901666752086,Right-Libertarian,3.949089295908069,"[0.05, 0.2, 0.65, 0.1]"
user_00145,0.3848724347524452,Right-Traditional,0.9145974493497805,"[0.1, 0.7, 0.1, 0.1]"
user_00146,0.8269768128092089,Right-Radical-Conservative,0.6353362256651909,"[0.05, 0.2, 0.65, 0.1]"
user_00147,0.599947524022422,Right-Traditional,1.2265653287994838,"[0.1, 0.7, 0.1, 0.1]"
user_00148,0.2361304221725189,Right-Radical-Conservative,0.6956577029890529,"[0.1, 0.7, 0.1, 0.1]"
user_00149,0.9250883231823357,Right-Radical-Conservative,1.1662626295813787,"[0.05, 0.2, 0.65, 0.1]"
user_00150,-0.536303053072292,Left,0.9227518848876167,"[0.7, 0.1, 0.1, 0.1]"
user_00151,0.5920889692286689,Right-Libertarian,1.3551876025586553,"[0.05, 0.15, 0.15, 0.65]"
user_00152,0.5892260116453311,Right-Traditional,1.2003922222851153,"[0.05, 0.2, 0.65, 0.1]"
user_00153,0.4477945493506409,Right-Traditional,0.9235376890092697,"[0.1, 0.7, 0.1, 0.1]"
user_00154,0.6735530048341777,Right-Traditional,1.0297062703301654,"[0.1, 0.7, 0.1, 0.1]"
user_00155,-0.6835432021449152,Right-Traditional,1.7276567787799535,"[0.7, 0.1, 0.1, 0.1]"
user_00156,0.39654230997992557,Right-Traditional,2.114261233598065,"[0.1, 0.7, 0.1, 0.1]"
user_00157,0.26363593497335414,Right-Radical-Conservative,0.13559187612417284,"[0.05, 0.15, 0.15, 0.65]"
user_00158,-0.9688901022068555,Left,0.36987884804393734,"[0.7, 0.1, 0.1, 0.1]"
user_00159,-1.0,Left,0.27168189758563827,"[0.7, 0.1, 0.1, 0.1]"
user_00160,0.9476483597714875,Right-Radical-Conservative,0.7026954413474005,"[0.05, 0.2, 0.65, 0.1]"
user_00161,0.5332904416426112,Right-Traditional,1.1933403549184918,"[0.1, 0.7, 0.1, 0.1]"
user_00162,-0.8035067301816448,Right-Traditional,0.5034326165265065,"[0.7, 0.1, 0.1, 0.1]"
user_00163,0.4253201463246861,Right-Traditional,0.28215642087995924,"[0.1, 0.7, 0.1, 0.1]"
user_00164,-0.8104446088561942,Left,1.3122932575280863,"[0.7, 0.1, 0.1, 0.1]"
user_00165,0.7456197462350957,Right-Radical-Conservative,1.2698328069864044,"[0.05, 0.2, 0.65, 0.1]"
user_00166,0.731708854534566,Right-Libertarian,2.9209224048455855,"[0.05, 0.15, 0.15, 0.65]"
user_00167,0.4933746054252406,Right-Traditional,2.6113550565885952,"[0.1, 0.7, 0.1, 0.1]"
user_00168,0.4967154207854496,Right-Traditional,1.8598924400223193,"[0.1, 0.7, 0.1, 0.1]"
user_00169,0.6363782979252623,Right-Radical-Conservative,2.684104944403351,"[0.1, 0.7, 0.1, 0.1]"
user_00170,0.6811235186280757,Right-Libertarian,1.3853176118065529,"[0.05, 0.15, 0.15, 0.65]"
user_00171,0.5665763839366291,Right-Libertarian,0.9316693945367038,"[0.05, 0.15, 0.15, 0.65]"
user_00172,-0.6163494890427998,Left,1.11944069937,"[0.7, 0.1, 0.1, 0.1]"
user_00173,0.32802877180401613,Right-Libertarian,1.413814971679154,"[0.05, 0.15, 0.15, 0.65]"
user_00174,0.5498767367421511,Right-Traditional,2.3226070948401696,"[0.1, 0.7, 0.1, 0.1]"
user_00175,0.8263318744835763,Right-Radical-Conservative,1.1258185501830853,"[0.05, 0.2, 0.65, 0.1]"
user_00176,0.1380082198038588,Left,1.6243477140693574,"[0.1, 0.7, 0.1, 0.1]"
user_00177,0.4882156305456823,Left,1.1013072578760048,"[0.05, 0.15, 0.15, 0.65]"
user_00178,-0.7262076813997992,Left,0.08902997917435485,"[0.7, 0.1, 0.1, 0.1]"
user_00179,0.2540261243518371,Right-Traditional,0.7237871742528906,"[0.1, 0.7, 0.1, 0.1]"
user_00180,-0.6512398572457602,Left,0.5196783795763389,"[0.7, 0.1, 0.1, 0.1]"
user_00181,0.6300402355917322,Right-Traditional,0.7709409045530642,"[0.1, 0.7, 0.1, 0.1]"
user_00182,0.49088279672890045,Right-Traditional,1.000483977032104,"[0.1, 0.7, 0.1, 0.1]"
user_00183,-0.6851587572399689,Right-Radical-Conservative,0.6938523440108334,"[0.7, 0.1, 0.1, 0.1]"
user_00184,0.8514088019566557,Right-Radical-Conservative,1.164303720826078,"[0.05, 0.2, 0.65, 0.1]"
user_00185,0.98738026512313,Right-Traditional,1.192482181744131,"[0.05, 0.2, 0.65, 0.1]"
user_00186,-0.8352784604118539,Left,2.620187422090521,"[0.7, 0.1, 0.1, 0.1]"
user_00187,-1.0,Left,1.253577262418367,"[0.7, 0.1, 0.1, 0.1]"
user_00188,0.46539302426061646,Right-Traditional,0.46338080174151697,"[0.1, 0.7, 0.1, 0.1]"
user_00189,0.4066047713741574,Right-Libertarian,0.802913623029848,"[0.05, 0.15, 0.15, 0.65]"
user_00190,-0.2195947436329087,Left,0.8188280861289892,"[0.7, 0.1, 0.1, 0.1]"
user_00191,-0.6583234384104895,Left,0.08808940883243553,"[0.7, 0.1, 0.1, 0.1]"
user_00192,-0.7358023934234971,Left,0.4445593518491897,"[0.7, 0.1, 0.1, 0.1]"
user_00193,1.0,Right-Libertarian,1.5840124744965447,"[0.05, 0.2, 0.65, 0.1]"
user_00194,-0.33760397517302565,Right-Traditional,1.0863829519165498,"[0.7, 0.1, 0.1, 0.1]"
user_00195,0.5229066732430928,Right-Traditional,1.6094164993737157,"[0.1, 0.7, 0.1, 0.1]"
user_00196,0.7022872994578327,Right-Traditional,0.5583854064755932,"[0.05, 0.2, 0.65, 0.1]"
user_00197,0.6045670976070999,Right-Traditional,0.5151583082923245,"[0.1, 0.7, 0.1, 0.1]"
user_00198,0.6308259169248042,Right-Traditional,1.2532182521925113,"[0.05, 0.2, 0.65, 0.1]"
user_00199,-0.751475307484669,Right-Traditional,0.15365710351772688,"[0.7, 0.1, 0.1, 0.1]"
user_00200,0.2548468673995318,Right-Traditional,0.1770847634587523,"[0.1, 0.7, 0.1, 0.1]"
user_00201,1.0,Right-Traditional,1.3293085076744593,"[0.05, 0.2, 0.65, 0.1]"
user_00202,0.5635411764523627,Right-Traditional,1.1203946016132011,"[0.05, 0.2, 0.65, 0.1]"
user_00203,-0.8371220562163615,Right-Radical-Conservative,0.8169468471619298,"[0.7, 0.1, 0.1, 0.1]"
user_00204,0.9759093528889047,Right-Libertarian,0.287839183042041,"[0.05, 0.2, 0.65, 0.1]"
user_00205,0.847883501329332,Right-Radical-Conservative,0.5664233772106899,"[0.05, 0.2, 0.65, 0.1]"
user_00206,-0.6306992236538568,Left,1.0084048152989595,"[0.7, 0.1, 0.1, 0.1]"
user_00207,0.9270618514977552,Right-Radical-Conservative,1.8977467607854603,"[0.05, 0.2, 0.65, 0.1]"
user_00208,0.5481915708358593,Right-Traditional,0.7129070086801608,"[0.05, 0.15, 0.15, 0.65]"
user_00209,0.7803626040845376,Right-Radical-Conservative,0.32789297653129373,"[0.05, 0.2, 0.65, 0.1]"
user_00210,0.5278685187242529,Right-Traditional,1.1609040007846771,"[0.1, 0.7, 0.1, 0.1]"
user_00211,0.3257732471924967,Right-Traditional,1.1217826391184058,"[0.1, 0.7, 0.1, 0.1]"
user_00212,0.5553138305189855,Right-Radical-Conservative,0.4799185888532259,"[0.1, 0.7, 0.1, 0.1]"
user_00213,-0.5259864538622491,Left,1.1959916976014944,"[0.7, 0.1, 0.1, 0.1]"
user_00214,0.5102158344780408,Right-Libertarian,0.877667204230122,"[0.05, 0.15, 0.15, 0.65]"
user_00215,0.28208138034106944,Right-Traditional,2.3918998401886173,"[0.1, 0.7, 0.1, 0.1]"
user_00216,0.7903792480110512,Right-Radical-Conservative,1.0640723931434564,"[0.05, 0.2, 0.65, 0.1]"
user_00217,0.26304292103590754,Right-Libertarian,0.3642473185792211,"[0.05, 0.15, 0.15, 0.65]"
user_00218,0.7774916619451211,Left,0.917049232205655,"[0.05, 0.2, 0.65, 0.1]"
user_00219,0.8189010126449945,Right-Traditional,0.39746428278683166,"[0.1, 0.7, 0.1, 0.1]"
user_00220,-0.9586290647292315,Left,0.5024877592455782,"[0.7, 0.1, 0.1, 0.1]"
user_00221,0.9472648230487392,Right-Radical-Conservative,0.6407498317728919,"[0.05, 0.2, 0.65, 0.1]"
user_00222,-0.9313488450103897,Left,0.18383738246174203,"[0.7, 0.1, 0.1, 0.1]"
user_00223,0.7189508683330572,Left,1.5145129264524746,"[0.05, 0.15, 0.15, 0.65]"
user_00224,-0.7505371376001927,Left,1.1129091335014745,"[0.7, 0.1, 0.1, 0.1]"
user_00225,0.4932626946182568,Right-Traditional,0.3581011211513471,"[0.1, 0.7, 0.1, 0.1]"
user_00226,0.9377474909003469,Right-Radical-Conservative,0.1750939002120748,"[0.05, 0.2, 0.65, 0.1]"
user_00227,0.6100104198049103,Right-Traditional,0.35152669367701167,"[0.1, 0.7, 0.1, 0.1]"
user_00228,0.18140125329366613,Right-Traditional,1.1512207578699893,"[0.1, 0.7, 0.1, 0.1]"
user_00229,0.8707941999869914,Right-Radical-Conservative,0.9264653511282536,"[0.05, 0.2, 0.65, 0.1]"
user_00230,0.5999274202251914,Right-Radical-Conservative,0.24537291835242653,"[0.1, 0.7, 0.1, 0.1]"
user_00231,0.6494330448519163,Right-Radical-Conservative,0.45787158911204356,"[0.1, 0.7, 0.1, 0.1]"
user_00232,0.6746979420110364,Right-Traditional,3.126562362722683,"[0.05, 0.2, 0.65, 0.1]"
user_00233,0.9836876656439215,Right-Traditional,2.381837319366184,"[0.05, 0.2, 0.65, 0.1]"
user_00234,0.6794488148045404,Right-Radical-Conservative,2.4023327667711465,"[0.05, 0.2, 0.65, 0.1]"
user_00235,0.8454028023493979,Right-Radical-Conservative,0.5339083786355179,"[0.05, 0.2, 0.65, 0.1]"
user_00236,-0.8163361827897287,Left,0.3349437222923412,"[0.7, 0.1, 0.1, 0.1]"
user_00237,-0.8518080894417296,Left,0.8551179959927989,"[0.7, 0.1, 0.1, 0.1]"
user_00238,0.5009396536142817,Right-Radical-Conservative,1.0988562777099427,"[0.05, 0.2, 0.65, 0.1]"
user_00239,0.7609252157091917,Right-Radical-Conservative,2.518856423699824,"[0.05, 0.2, 0.65, 0.1]"
user_00240,0.3018615222724593,Left,1.3092217288081895,"[0.1, 0.7, 0.1, 0.1]"
user_00241,0.9636965180891404,Right-Traditional,1.2916139622389469,"[0.05, 0.2, 0.65, 0.1]"
user_00242,0.7426195399958366,Right-Traditional,0.9281993152844125,"[0.1, 0.7, 0.1, 0.1]"
user_00243,-0.8054938647227712,Right-Traditional,1.0892748696983747,"[0.7, 0.1, 0.1, 0.1]"
user_00244,0.2858811323528796,Left,0.38084235538659056,"[0.1, 0.7, 0.1, 0.1]"
user_00245,0.634495009073919,Right-Radical-Conservative,0.07300245477093043,"[0.05, 0.2, 0.65, 0.1]"
user_00246,0.516365871709513,Right-Radical-Conservative,0.7711163254130903,"[0.1, 0.7, 0.1, 0.1]"
user_00247,0.49857538798868195,Right-Traditional,0.6898882024576956,"[0.05, 0.15, 0.15, 0.65]"
user_00248,0.5101071631188012,Right-Traditional,0.9483048039937529,"[0.1, 0.7, 0.1, 0.1]"
user_00249,1.0,Right-Radical-Conservative,1.2477467289621764,"[0.05, 0.2, 0.65, 0.1]"
user_00250,0.3780975595681434,Right-Traditional,0.7183764965897136,"[0.1, 0.7, 0.1, 0.1]"
user_00251,0.2395182185011565,Right-Libertarian,0.48179049500979687,"[0.05, 0.15, 0.15, 0.65]"
user_00252,-0.9419389485682215,Left,1.2836686929082137,"[0.7, 0.1, 0.1, 0.1]"
user_00253,-0.8377333509925886,Left,0.7935392292137925,"[0.7, 0.1, 0.1, 0.1]"
user_00254,0.7079896004688591,Right-Traditional,0.6529410331095646,"[0.05, 0.2, 0.65, 0.1]"
user_00255,0.2931402747231083,Right-Libertarian,1.5719606267358088,"[0.05, 0.15, 0.15, 0.65]"
user_00256,0.47429850382883887,Right-Traditional,1.6490023026385907,"[0.1, 0.7, 0.1, 0.1]"
user_00257,0.7135234398909921,Right-Radical-Conservative,0.0302194136471229,"[0.05, 0.2, 0.65, 0.1]"
user_00258,0.20421768624517422,Right-Traditional,0.9573835583858641,"[0.1, 0.7, 0.1, 0.1]"
user_00259,0.4011787533915614,Right-Libertarian,0.8135214086531133,"[0.05, 0.15, 0.15, 0.65]"
